Title,Bedrooms,Bathrooms,Floor_no,Occupancy_status,Floor_area,City,Location,location_area,Price_in_Cr
Check This 1300 Sq.Ft Apartment Up For Sale At 14 No. Lalkhan Bazaar Ward.,3.0,3.0,2,vacant,1300.0,chattogram,"14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar",lal khan bazaar,0.75
This Apartment Up For Sale At Dampara Near Lalkhan Bazar Jame Mosjid.,3.0,3.0,5,vacant,1200.0,chattogram,"14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar",lal khan bazaar,0.6
This 98 Square Feet Shop Is Up For Sale In Andarkilla Near To Shiva Temple,,,3,vacant,98.0,chattogram,"Hazari Lane, 32 No. Andarkilla Ward",andarkilla ward,0.2
A 163 Sq.Ft Commercial Space Is Available For Sale In CEPZ,,,2,vacant,163.0,chattogram,"39 No. South Halishahar Ward, Halishahar",halishahar,0.37
"At Halishahar, 181 Sq Ft Well Fitted Shop Is Ready For Sale Near To Halishahar Thana",,,1,vacant,181.0,chattogram,"39 No. South Halishahar Ward, Halishahar",halishahar,0.5
"At Halishahar, 163 Sq Ft Well Fitted Shop is for sale Near To Halishahar Thana",,,1,vacant,163.0,chattogram,"39 No. South Halishahar Ward, Halishahar",halishahar,0.46
"At Halishahar, 123 Sq Ft Well Fitted Shop is for sale Near To Halishahar Thana",,,1,vacant,123.0,chattogram,"39 No. South Halishahar Ward, Halishahar",halishahar,0.36
Deal With Your Business In A 153 Sq Ft Shop With A Convenient For Sale In Halishahar Area Near To Halishahar Thana,,,1,vacant,153.0,chattogram,"39 No. South Halishahar Ward, Halishahar",halishahar,0.43
"In Halishahar Near Cepz, A Shop Is For Sale.",,,,vacant,126.0,chattogram,"39 No. South Halishahar Ward, Halishahar",halishahar,0.36
A Lucrative Business Space Is Up For Sale In The Great Location Of Sheikh Mujib Road Near To Dutch-bangla Bank Limited | Fast Track.,,,12,vacant,2609.0,chattogram,"Sheikh Mujib Road, Double Mooring",double mooring,3.39
Let Us Assist You To Buy This Flat Of 2000 Sq Ft Summiting The Vision About Your Future Home,3.0,3.0,7,vacant,2000.0,chattogram,"26 No. North Halishahar Ward, Halishahar",halishahar,1.1
Take A Look At This 2200 Sq Ft Apartment Ready For Sale In 26 No. North Halishahar Ward,3.0,3.0,1,vacant,2200.0,chattogram,"26 No. North Halishahar Ward, Halishahar",halishahar,1.21
Ready flat 1500 SQ FT is now for sale in 4 No Chandgaon Ward,3.0,3.0,10,vacant,1500.0,chattogram,"Chandgaon Residential Area, 4 No Chandgaon Ward",chandgaon ward,0.9
Take A Look At This Great 1700 Sq Ft Ready Flat For Sale At West Sholoshohor Ward,4.0,4.0,2,vacant,1700.0,chattogram,"Tayab Bag R/A, 7 No. West Sholoshohor Ward",west sholoshohor ward,0.95
This 1157 Square Feet Residential Apartment For Sale Close To Sabujbag Central Jame Masjid At Halishahar .,3.0,3.0,2,vacant,1157.0,chattogram,"Sabujbag, Halishahar",halishahar,0.4
Check This 1388 Sq.Ft Apartment Up For Sale At Dewanhat Very Near To Dewanhat City Corporation College,3.0,3.0,9,vacant,1388.0,chattogram,"24 No. North Agrabad Ward, Double Mooring",double mooring,0.56
1790 Sq Ft Residential Apartment For Sale At 24 No. North Agrabad Ward,3.0,3.0,7,vacant,1790.0,chattogram,"24 No. North Agrabad Ward, Double Mooring",double mooring,0.75
This Promising Flat With A Nice Environment Is Ready To Be Sold In Double Mooring,4.0,4.0,12,vacant,1500.0,chattogram,"12 No. Sarai Para Ward, Double Mooring",double mooring,0.5
Check This 1700 Sq.Ft Apartment Which Is For Sale At Bayazid Near To Paharika Abashik Jam-E-Masjid.,3.0,3.0,8,vacant,1700.0,chattogram,"Sangbadik Co-operative Housing Society, Bayazid",bayazid,0.7
View This 1700 Sq Ft Flat For Sale At Bayazid,3.0,3.0,6,vacant,1700.0,chattogram,"Sangbadik Co-operative Housing Society, Bayazid",bayazid,0.7
1300 Sq.ft Flat For Sale At South Agrabad,3.0,3.0,2,vacant,1300.0,chattogram,"South Agrabad, Double Mooring",double mooring,0.72
"Available In Chandgaon Residential Area , A 1313 Sq.ft Apartment For Sale .",3.0,3.0,6,vacant,1313.0,chattogram,"Chandgaon Residential Area, 4 No Chandgaon Ward",chandgaon ward,0.72
1235 Square Feet Apartment Is For Sale Near Abdul Hamid Sawdagar High School,3.0,3.0,10,vacant,1235.0,chattogram,"6 No East Sholoshohor Ward, Bakalia",bakalia,0.41
An Apartment For Sale Is Available In South Agrabad,3.0,3.0,3,vacant,1300.0,chattogram,"South Agrabad, Double Mooring",double mooring,0.72
Shop for sale in Chandgaon nearby EBL,,,,vacant,125.0,chattogram,"Mohara, 4 No Chandgaon Ward",chandgaon ward,0.28
We Have A 2000 Sq Ft Ready Flat For sale In North Pahartali Ward Nearby Foy’s Lake Amusement World,3.0,3.0,4,vacant,2000.0,chattogram,"Foy's Lake Approach Road, 9 No. North Pahartali Ward",north pahartali ward,1.05
Graceful Flat Of 1410 Sq Ft Is Prepared For sale In West Khulshi,3.0,3.0,8,vacant,1410.0,chattogram,"West Khulshi, 9 No. North Pahartali Ward",north pahartali ward,0.88
A Beautiful &amp; Furnished Apartment For Sale Is All Set For You In Double Mooring Nearby Mercantile Bank Limited,4.0,5.0,5,vacant,2750.0,chattogram,"24 No. North Agrabad Ward, Double Mooring",double mooring,2.0
Flat For Sale In Muradpur Near Prabartak Iskcon Sri Krishna Temple,3.0,3.0,8,vacant,1800.0,chattogram,"Nasirabad Housing Society, Muradpur",muradpur,0.95
Property For Sale In South Khulsi– 1338 Sq Ft Apartment,3.0,3.0,3,vacant,1338.0,chattogram,"South Khulshi, Khulshi",khulshi,1.2
"Buy This 1500 Sq Ft Flat In Double Mooring, 24 No. North Agrabad Ward",3.0,3.0,5,vacant,1500.0,chattogram,"24 No. North Agrabad Ward, Double Mooring",double mooring,0.95
"Here Is A Well Defined Flat Of 1640 Sq Ft Waiting For Sale At Chadra Nagar, Bayazid",3.0,3.0,7,vacant,1640.0,chattogram,"Chadra Nagar, Bayazid",bayazid,1.1
This 1950 Sq Ft Apartment For Sale In Nasirabad Properties Residential Area,3.0,3.0,4,vacant,1950.0,chattogram,"Nasirabad Properties Residential Area, Khulshi",khulshi,1.8
1433 Sq Ft Apartment To Sale In Bakalia,3.0,3.0,1,vacant,1433.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.99
An Apartment Which Is Up For Sale At Mohammad Nagar Near To Mohammadia Bariya Jame Masjid.,3.0,3.0,7,vacant,1150.0,chattogram,"Mohammad Nagar, Bayazid",bayazid,0.55
Vacant Shop Is Up For Sale In Korbanganj,,,1,vacant,85.0,chattogram,"Korbanigonj, Kotwali",kotwali,0.11
Grab This 240 Sq Ft Shop Available For Sale At Bakalia,,,1,vacant,240.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.6
Worthy 850 SQ FT residence is for sale at Bakalia,2.0,2.0,6,vacant,850.0,chattogram,"6 No East Sholoshohor Ward, Bakalia",bakalia,0.32
Be The Owner Of This 1100 Sq Ft Beautiful Flat Which Is Vacant Now For Sale At South Bakalia,3.0,3.0,4,vacant,1100.0,chattogram,"19 No. South Bakalia Ward, Bakalia",bakalia,0.5
At Chand Mia Road 126 Ready Shop Space Is For Sale,,,1,vacant,126.0,chattogram,"Chand Mia Road, 4 No Chandgaon Ward",chandgaon ward,0.23
This 178 Sq.Ft Shop Is Up For Sale In Chandgaon Near Chattogram International Medical College &amp; Hospital,,,1,vacant,178.0,chattogram,"Chand Mia Road, 4 No Chandgaon Ward",chandgaon ward,0.28
Residential Apartment Is On Sale In Chasma Hill R/a Nearby Jamuna Bank Limited,3.0,3.0,8,vacant,1505.0,chattogram,"Chasma Hill R/A, 7 No. West Sholoshohor Ward",west sholoshohor ward,0.65
Well Organised Flat Of 1435 Sq Ft Is Vacant For Sale In Kalamia Bazar,3.0,3.0,2,vacant,1435.0,chattogram,"18 No. East Bakalia Ward, Bakalia",bakalia,0.57
"Start Your New Home, In This 1570 Sq.Ft Flat For Sale In Kalamia Bazar, Bakalia",3.0,3.0,3,vacant,1570.0,chattogram,"18 No. East Bakalia Ward, Bakalia",bakalia,0.63
"This 1315 Sq.Ft Flat In Kalamia Bazar, Bakalia With A Convenient Price Is Up For Sale",3.0,3.0,4,vacant,1315.0,chattogram,"18 No. East Bakalia Ward, Bakalia",bakalia,0.53
This 1580 SFT Apartment For Sale At Nasirabad Housing Society,3.0,3.0,3,vacant,1580.0,chattogram,"Nasirabad Housing Society, Muradpur",muradpur,1.35
Purchase The 702 Sq. Ft Shop For Your Startup,,,1,vacant,702.0,chattogram,"Chand Mia Road, 4 No Chandgaon Ward",chandgaon ward,1.26
Ideal Flat of 1800 SFT In Bayazid Available For sale,3.0,4.0,11,vacant,1800.0,chattogram,"Nasirabad, Bayazid",bayazid,1.25
"At Bayazid, A 2000 Sq Ft Well Fitted Residential Property Is On Sale",3.0,5.0,11,vacant,2000.0,chattogram,"Nasirabad, Bayazid",bayazid,1.3
Valuable 2000 Sq Feet Ready Flat For Sale In Nasirabad,3.0,5.0,9,vacant,2000.0,chattogram,"Nasirabad, Bayazid",bayazid,1.3
Buy This Amazing 1544 Sq Ft Flat At Sholokbahar,3.0,3.0,2,vacant,1544.0,chattogram,"Al-Madani Road, Sholokbahar",sholokbahar,0.93
With All Apartment Facilities This Cozy Flat Of 1544 Sq Ft Is Ready To Sale In The Prominent Location Of Sholokbahar,3.0,3.0,4,vacant,1544.0,chattogram,"Al-Madani Road, Sholokbahar",sholokbahar,0.93
"This Nice 1200 Sq Ft Apartment For Sale, At 33 No. Firingee Bazaar Ward",2.0,3.0,2,vacant,1200.0,chattogram,"Yakub Nagar Road, 33 No. Firingee Bazaar Ward",firingee bazaar ward,0.6
Well Defined Flat Of 1200 Sq Ft Is Up For Sale In 33 No. Firingee Bazaar Ward,3.0,3.0,1,vacant,1200.0,chattogram,"Yakub Nagar Road, 33 No. Firingee Bazaar Ward",firingee bazaar ward,0.6
Buy This Flat Of 1200 Sq Ft With Modern Residential Features And Characteristics,3.0,3.0,1,vacant,1200.0,chattogram,"Yakub Nagar Road, 33 No. Firingee Bazaar Ward",firingee bazaar ward,0.6
Run Your Shop Business Efficiently In This 115 Sq Ft Shop Arena For Sale In 9 No. North Pahartali Ward,,,3,vacant,115.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.4
Take A Look At This 105 Sq Ft Shop Arena For Sale In 9 No. North Pahartali Ward,,,3,vacant,105.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.37
Buy This Quality Shop Area Of 105 Sq Ft In 9 No. North Pahartali Ward,,,3,vacant,105.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.37
Let Your Business Flourish In This 110 Sq Ft Shop Area For Sale In 9 No. North Pahartali Ward,,,3,vacant,110.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.38
125 Sq Ft Modern Shop Is Available For Sale In The Thriving Location Of 9 No. North Pahartali Ward,,,3,vacant,125.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.44
"View This Shop Space Of 110 Sq Ft, Appealing Enough For Your Next Business Deals In 9 No. North Pahartali Ward",,,2,vacant,110.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.38
This 1392 Sq Ft Apartment Is Up For Sale At 10 No. North Kattali Ward,3.0,3.0,6,vacant,1392.0,chattogram,"CDA R/A, 10 No. North Kattali Ward",north kattali ward,0.85
A 1180 Sq Ft Flat Is Up For Sale In A Well Secured Location Of Sholokbahar,3.0,3.0,6,vacant,1180.0,chattogram,"Abdullah Khan Road, Sholokbahar",sholokbahar,0.75
In The Beautiful Neighborhood In Bahaddarhat A 1320 Sq.Ft Flat Is Up For Sale,3.0,3.0,1,vacant,1320.0,chattogram,"Bahaddarhat, 4 No Chandgaon Ward",chandgaon ward,0.6
Near Bahaddarhat Bwdb Office 1320 Sq.ft Flat For Sale In Bahaddarhat .,3.0,3.0,2,vacant,1320.0,chattogram,"Bahaddarhat, 4 No Chandgaon Ward",chandgaon ward,0.59
"Look At This Commercial Space Of 105 Sq Ft At Mohara, Kazirhat Up For Sale",,,1,vacant,105.0,chattogram,"Mohara, 4 No Chandgaon Ward",chandgaon ward,0.21
Wonderful Shop Space Of 115 Sq Ft Is Now Up For Sale In Kazirhat,,,1,vacant,115.0,chattogram,"Mohara, 4 No Chandgaon Ward",chandgaon ward,0.23
Take a Look at This 122 Sq Ft shop for sale in Chandgaon,,,1,vacant,122.0,chattogram,"Mohara, 4 No Chandgaon Ward",chandgaon ward,0.24
Modest Commercial Shop Is Present For Sale At Chandargaon,,,1,vacant,148.0,chattogram,"Mohara, 4 No Chandgaon Ward",chandgaon ward,0.36
Well Planned Commercial Shop In Chandgaon Is For Sale,,,1,vacant,125.0,chattogram,"Mohara, 4 No Chandgaon Ward",chandgaon ward,0.25
A Reasonable Apartment Of 1150 Sq Ft Is For Sale In Pahartali.,2.0,2.0,2,vacant,1150.0,chattogram,"12 No. Sarai Para Ward, Double Mooring",double mooring,0.46
At Pahartali 1150 Sq.ft Flat Is For Sale.,2.0,2.0,3,vacant,1150.0,chattogram,"12 No. Sarai Para Ward, Double Mooring",double mooring,0.46
A Perfect Flat Of 1650 Sq Ft For Living With Family Is Available For Sale At Pahartali,3.0,3.0,4,vacant,1650.0,chattogram,"12 No. Sarai Para Ward, Double Mooring",double mooring,0.66
At Pahartali A 1050 Square Feet Flat Is Up For Sale,2.0,2.0,3,vacant,1050.0,chattogram,"12 No. Sarai Para Ward, Double Mooring",double mooring,0.42
Offering you 1035 SQ FT flat for sale in Double Mooring,3.0,3.0,5,vacant,1035.0,chattogram,"12 No. Sarai Para Ward, Double Mooring",double mooring,0.43
Full Building Ready For Sale Which Is Available In Khulshi Near To Khulshi Jame Masjid,27.0,10.0,5,vacant,12000.0,chattogram,"Nasirabad Properties Residential Area, Khulshi",khulshi,13.0
240 Sq Ft Commercial Office Is Up For Sale At Bakalia,,,5,vacant,240.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.55
200 Sq Ft Commercial Shop Is Available For Sale At Bakalia,,,4,vacant,200.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.46
Buy This 240 Sq Ft Shop At Bakalia,,,4,vacant,240.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.55
Bakalia Is Giving You A 240 Sq Ft Commercial Shop For sale,,,4,vacant,240.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.55
105 Sq Ft Commercial Shop For Sale At The Location Of 9 No. North Pahartali Ward,,,1,vacant,105.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.37
Appealing Property In Bayazid– 1295 Sq Ft Flat For Sale,3.0,3.0,5,vacant,1295.0,chattogram,"Bayazid Abasic Elaka Road, Bayazid",bayazid,0.65
Visit This 1057 Sq Ft Flat Available For Sale In Kandirpar,3.0,3.0,7,vacant,1057.0,cumilla,"Manoharpur, Kandirpar",kandirpar,0.52
1450 Square Feet Flat Is Available For Sale In North Bagichagaon,3.0,3.0,9,vacant,1450.0,cumilla,"North Bagichagaon, Bagichagaon",bagichagaon,0.58
"This 1445 Sq.Ft Smartly Priced Apartment Which Is Up For Sale In Mogbari Choumohoni, That You Should Check.",3.0,3.0,5,vacant,1445.0,cumilla,"Mogbari Choumohoni, Chotora",chotora,0.57
1450 Square Feet Flat With Amazing Supply Of Utilities Is Up For Sale In Bagichagaon,3.0,3.0,10,vacant,1450.0,cumilla,"North Bagichagaon, Bagichagaon",bagichagaon,0.59
For Selling Purpose This Nice 1390 Sq.Ft Flat Is Now Available In Bagichagaon Near Cumilla Diabetic Hospital,3.0,3.0,5,vacant,1390.0,cumilla,"North Bagichagaon, Bagichagaon",bagichagaon,0.53
This 1390 Sq Feet Flat Assures To Provide You With Better Homely Affairs In Bagichagaon,3.0,3.0,11,vacant,1390.0,cumilla,"North Bagichagaon, Bagichagaon",bagichagaon,0.53
Properly Designed This 1445 Square Feet Apartment Is Now Up For Sale In Mogbari Choumohoni.,3.0,3.0,7,vacant,1445.0,cumilla,"Mogbari Choumohoni, Chotora",chotora,0.56
"Make This 1380 Sq Feet Decent Flat Yours, By Buying It In North Bagichagaon",3.0,3.0,9,vacant,1380.0,cumilla,"North Bagichagaon, Bagichagaon",bagichagaon,0.55
A 1547 Sq.ft Residential Apartment Is For Sale In Jhautola,3.0,3.0,8,vacant,1547.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola",jhautola,0.59
"Buy This Nice Flat Of 1265 Sq Ft, Which Is Located At Shahid Khawaja Nizamuddin Road, Jhautola",3.0,4.0,8,vacant,1265.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola",jhautola,0.57
See This 1438 Sq Ft Apartment For Sale Is All Set For You In South Thakur Para Nearby Thakur Para Jame Masjid,3.0,3.0,7,vacant,1438.0,cumilla,"South Thakur Para, Thakur Para",thakur para,0.5
"Buy This Nice Flat Of 1350 Sq Ft Which Is Located At Rammala Road, South Thakur Para",3.0,3.0,6,vacant,1350.0,cumilla,"South Thakur Para, Thakur Para",thakur para,0.47
"Built With Modern Amenities, Check This 1050 Sq Ft Flat Which Is Up For Sale At Shah Shuja Mosque Road, Moghultoli",2.0,2.0,1,vacant,1050.0,cumilla,"Shah Shuja Mosque Road, Moghultoli",moghultoli,0.44
We Have A 1500 Sq.Ft Flat For Sale In Bagichagaon Nearby Bagichagaon Govt. Primary School,3.0,3.0,6,vacant,1500.0,cumilla,"North Bagichagaon, Bagichagaon",bagichagaon,0.57
A 1250 Sq. Ft Apartment Is Vacant For Sale In Ashoktala Near To Ranir Bazar Jame Masjid.,3.0,3.0,8,vacant,1250.0,cumilla,"Nazrul Avenue, Ashoktala",ashoktala,0.44
"An Apartment Of 1500 Sq.Ft Is Up For Sale In Shahid Khawaja Nizamuddin Road, Jhautola",3.0,3.0,13,vacant,1500.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola",jhautola,0.6
With An Awesome Environment A 1080 Sq Ft Flat Is Vacant For Sale In South Thakur Para Close To Thakurpara Jame Masjid,2.0,2.0,4,vacant,1080.0,cumilla,"South Thakur Para, Thakur Para",thakur para,0.38
Celebrate Life Each Day In Your New Apartment Of 1380 Sq Ft At North Bagichagaon With Your Beloved Family.,3.0,3.0,7,vacant,1380.0,cumilla,"North Bagichagaon, Bagichagaon",bagichagaon,0.52
A 1547 Sq Feet Flat For Sale In Jhautola,3.0,3.0,7,vacant,1547.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola",jhautola,0.62
"Choose This 1030 Square Feet Flat For Sale In Kandirpar, Ak Fazlul Haq Road",3.0,2.0,8,vacant,1030.0,cumilla,"AK Fazlul Haq Road, Kandirpar",kandirpar,0.39
Live With Pleasure In This 1450 Sq Ft Flat Which Is Up For Sale In North Bagichagaon,3.0,3.0,7,vacant,1450.0,cumilla,"North Bagichagaon, Bagichagaon",bagichagaon,0.55
Covering 1438 Sq Ft Space A Flat Is Up For Sale In Thakur Para Nearby Thakurpara Jame Masjid,3.0,3.0,5,vacant,1438.0,cumilla,"South Thakur Para, Thakur Para",thakur para,0.5
1020 Sq. Ft. Flat For Sale In Nazrul Avenue Near Ashoktala Jame Masjid,3.0,2.0,4,vacant,1010.0,cumilla,"Nazrul Avenue, Ashoktala",ashoktala,0.35
"Near Kacha Bazar, 1350 Sq Ft Flat For Sale In Ashoktala",3.0,3.0,4,vacant,1350.0,cumilla,"Nazrul Avenue, Ashoktala",ashoktala,0.58
Get Comfortable In A 1450 Sq Ft Flat For Sale In Bagichagaon,3.0,3.0,8,vacant,1450.0,cumilla,"North Bagichagaon, Bagichagaon",bagichagaon,0.55
"Picture Yourself, Residing In This Well-constructed And Planned 1500 Sq Ft Apartment In Bagichagaon For Sale",3.0,3.0,8,vacant,1500.0,cumilla,"North Bagichagaon, Bagichagaon",bagichagaon,0.57
"1013 Sq Ft Apartment For Sale In Manoharpur, Kandirpar",3.0,3.0,9,vacant,1013.0,cumilla,"Manoharpur, Kandirpar",kandirpar,0.5
"Buy This 1013 Sq Ft Flat Available In Kandirpar, Manoharpur",3.0,3.0,6,vacant,1013.0,cumilla,"Manoharpur, Kandirpar",kandirpar,0.5
"This Wonderful Flat Is Set For Sale With An Amazing Floor Plan Which Is 1200 Sq Ft In Rani Dighir South Side, Manoharpur",3.0,3.0,9,vacant,1200.0,cumilla,"Manoharpur, Kandirpar",kandirpar,0.55
An Amazing 1100 Sq Ft Flat Is Available For Sale In Thakur Para,3.0,2.0,8,vacant,1100.0,cumilla,"Madina Masjid Road, Thakur Para",thakur para,0.6
This Very New Nice Flat Of 1390 Sq Ft Is Up For Sale In North Bagichagaon Nearby Bagichagaon Govt. Primary School,3.0,3.0,10,vacant,1390.0,cumilla,"North Bagichagaon, Bagichagaon",bagichagaon,0.56
"Get A Look At This Lovely Flat For Sale Featuring 1080 Sq Ft In Baganbari Road, Thakur Para",3.0,2.0,5,vacant,1080.0,cumilla,"Baganbari Road, Thakur Para",thakur para,0.48
"Offering You A 1183 Sq Ft Nice Flat For Sale In Munsef Bari Road, Manoharpur",3.0,3.0,9,vacant,1183.0,cumilla,"Manoharpur, Kandirpar",kandirpar,0.58
Visit This Apartment For Sale In Manoharpur Near Al-arafah Islami Bank Limited,,,,,,cumilla,"Manoharpur, Kandirpar",kandirpar,0.57
"With An Availability Of Essential Civic Needs, This 1375 Sq.Ft Apartment At North Bagichagaon Is Promising You A Refined Form Of Lifestyle",3.0,3.0,9,vacant,1375.0,cumilla,"North Bagichagaon, Bagichagaon",bagichagaon,0.55
"Apartment Of 1260 Sq Ft For Sale In Ashoktala, Near Agrani Bank Limited",3.0,3.0,6,vacant,1260.0,cumilla,"Nazrul Avenue, Ashoktala",ashoktala,0.45
1380 Sq.ft Home Which Will Fulfill Your Desire Is Now Vacant For Sale In North Bagichagaon.,3.0,3.0,8,vacant,1380.0,cumilla,"North Bagichagaon, Bagichagaon",bagichagaon,0.55
Your Desired Large 1445 Sq Ft Home In Mogbari Choumohoni Is Now Vacant For Sale.,3.0,3.0,8,vacant,1445.0,cumilla,"Mogbari Choumohoni, Chotora",chotora,0.58
"1445 Sq Ft Residential Apartment Is Available For Sale In Chotora, Cumilla",3.0,3.0,1,vacant,1445.0,cumilla,"Mogbari Choumohoni, Chotora",chotora,0.58
Offering You 1020 Sq Ft Flat To Sale In Race Course Near To Dbbl Atm,2.0,2.0,7,vacant,1020.0,cumilla,"Wooden Pole Road, Race Course",race course,0.36
A 1190 Sq Ft Apartment For Sale Is All Set For You In Cumilla Near Bagichagaon Primary School,3.0,3.0,4,vacant,1190.0,cumilla,"South Bagichagaon, Bagichagaon",bagichagaon,0.53
"Available In Ashoktala , A 1400 Sq.Ft Apartment For Sale, Near Ranir Bazar Jame Masjid",3.0,3.0,4,vacant,1400.0,cumilla,"Nazrul Avenue, Ashoktala",ashoktala,0.49
"Buy This Nice Flat Of 1265 Sq Ft, Which Is Located At Diabetic Hospital Road, Bagichagaon",3.0,3.0,8,vacant,1265.0,cumilla,"West Bagichagoun, Bagichagaon",bagichagaon,0.51
Well Defined And Nice Living Space Of 1500 Sq Ft Is Up For Sale In North Bagichagaon Close To Bagichagaon Jame Masjid,3.0,3.0,9,vacant,1500.0,cumilla,"North Bagichagaon, Bagichagaon",bagichagaon,0.6
Office For Sale In Jhautola Close To Jhautola Jame Masjid,,,1,vacant,1000.0,cumilla,"Shaheed Shamsul Haque Sarak, Jhautola",jhautola,0.5
Visit this apartment for sale of 1316 SQ FT in Manoharpur near Comilla Victoria Government College,3.0,3.0,9,vacant,1316.0,cumilla,"Manoharpur, Kandirpar",kandirpar,0.57
